sa2_code,sa2_name,state,total_persons_2011,total_renters_2011,total_dwellings_2011,own_occ_2011,rented_2011,other_tenure_2011,tenure not stated_2011,tenure n_a_2011,rent_stress_2011,young_2011,older_2011,unemployed_2011,single_parent_2011,low_ed_2011,assist_2011,indig_2011,english_2011,spanish_2011,arabic_2011,hindi_2011,punjabi_2011,vietnamese_2011,japanese_2011,korean_2011,mandarin_2011,samoan_2011,tagalog_2011,all_other_lang_2011,public_community_2011,boardinghouse_2011,residential_park_2011,rvi_2011,total_persons_2016,total_renters_2016,total_dwellings_2016,own_occ_2016,rented_2016,other_tenure_2016,tenure not stated_2016,tenure n_a_2016,rent_stress_2016,young_2016,older_2016,unemployed_2016,single_parent_2016,low_ed_2016,assist_2016,indig_2016,english_2016,spanish_2016,arabic_2016,hindi_2016,punjabi_2016,vietnamese_2016,japanese_2016,korean_2016,mandarin_2016,samoan_2016,tagalog_2016,all_other_lang_2016,public_community_2016,boardinghouse_2016,residential_park_2016,rvi_2016,total_persons_2021,total_renters_2021,total_dwellings_2021,own_occ_2021,rented_2021,other_tenure_2021,tenure not stated_2021,tenure n_a_2021,rent_stress_2021,young_2021,older_2021,unemployed_2021,single_parent_2021,low_ed_2021,assist_2021,indig_2021,english_2021,spanish_2021,arabic_2021,hindi_2021,punjabi_2021,vietnamese_2021,japanese_2021,korean_2021,mandarin_2021,samoan_2021,tagalog_2021,all_other_lang_2021,public_community_2021,boardinghouse_2021,residential_park_2021,rvi_2021,unaff_2017_common,unaff_2018_common,unaff_2019_common,unaff_2020_common,unaff_2021_common,2016_12_common,2017_12_common,2018_12_common,2019_12_common,2020_12_common,2021_12_common,16_m_rent_common,17_m_rent_common,18_m_rent_common,19_m_rent_common,20_m_rent_common,21_m_rent_common
119021660,Campsie - South,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,11759,1333412,1312719,69941,591592,15307,29447,48800,156998,139,80932,18397,34422,118333,58696,72480,6842,350816,13183,4264,4830,2577,126,5627,4596,11100,1285,5900,152634,17854,2791,11304,92642,34737,444,18843,1215,4476,485561,148756,286502,623604,217397,136587,114956,16351,56343,10760,100791,598,5088,840,1983,6631,628,1889,3273,996,502,10112,1033,42,1361,3.039290143,66,9,50,19,13,13304,14828,13481,4659,6772,9618,779,1090,285,93,376,781
119021661,Canterbury - South,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7136,107030,4723074,771946,1760,36617,477020,20388,105226,171347,1980,39544,91011,65434,64710,31137,28397,55997,625126,1762,3924,2189,1413,1250,927,7487,13155,8674,9796,106841,48148,5561,1116,113511,19659,30807,4441,9502,4900,135998,349042,211669,467099,179148,394636,109634,23739,52362,35418,43706,12329,4750,273,3094,2086,137,2312,2633,1,150,11096,1275,68,865,1.989644582,21,75,54,74,2,5552,14298,395,11861,8720,6364,131,443,402,1343,301,219
119021662,Earlwood,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16019,84834,1310692,1388243,626711,199059,314244,3922,4184,179120,2510,30071,21281,22827,89384,21643,28639,61264,325265,10494,6145,6269,462,903,5603,1851,16639,4546,11848,21479,19244,1189,278,95080,37878,2976,16460,11365,7910,560042,296195,80235,442397,7489,459178,4350,80878,36380,10744,63395,30984,6455,2573,2510,4765,396,1578,907,636,84,7755,1696,217,706,1.370636625,45,23,9,79,57,15266,2341,2890,8208,11442,5775,628,524,663,118,989,882
119021663,Kingsgrove - North,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6746,81182,1383001,924578,792429,283066,612618,19391,40628,141545,6521,165330,37625,19541,111210,19750,63797,27486,149005,3908,5112,5971,695,1738,4090,7296,1541,1402,3369,115291,24617,1922,18200,5732,288,26354,5422,3227,7825,192852,199429,417037,451909,428224,186665,100644,62245,26876,104061,98834,76575,4802,1058,3872,837,594,2534,3413,429,372,7208,2399,178,379,1.753690069,10,15,71,9,34,10365,1232,7685,1344,13675,3869,805,1059,704,150,308,254
119031370,Narwee - Beverly Hills,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6323,23850,4769578,1014956,394891,637253,432775,38579,37174,66969,1774,30134,47222,3854,39608,54987,2428,71302,263174,8068,2599,5887,3241,4511,587,3661,10962,5696,6918,26722,40611,3612,13636,84574,30206,7387,19883,3921,1725,561629,443241,290567,255770,481317,397352,86095,7277,84840,30563,13110,67259,7281,1088,406,6430,311,2044,428,163,297,6646,544,329,1671,2.300181688,53,82,61,77,26,2879,3546,4509,10612,10102,9426,556,1202,333,972,1204,612
119031371,Oatley - Hurstville Grove,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,96468,3907429,1523936,7487,216533,115667,37327,7811,154820,1504,190192,104214,22422,39754,82750,69561,135268,205676,3405,1349,735,6853,2759,1322,4479,19128,5282,8227,49768,27836,1860,16097,81300,37586,6731,17088,5786,4637,499396,500377,466502,253233,58968,228307,49144,96697,101801,90965,104112,12390,3844,2776,4187,4589,329,1984,3161,98,157,9395,3544,143,1316,0.975530254,38,68,9,4,98,15117,4950,11615,15207,14589,3440,237,755,126,808,1141,763
119031372,Peakhurst - Lugarno,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5248,10168,3159929,1097467,301547,1090451,143226,20651,43113,121234,3980,159529,81708,6405,40959,82278,13987,118145,649141,12749,2503,3519,10873,4615,4619,3102,14953,11088,7057,176536,312,3686,1661,85896,6295,12160,7108,12780,7257,230907,232291,197856,184052,135562,391687,93759,85087,4938,76010,58789,23260,7399,223,3974,2399,436,63,1142,1412,774,8105,3093,129,362,1.331979241,88,87,25,57,51,5672,2816,7233,9566,14287,1499,735,67,940,54,909,32
119031373,Riverwood,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10375,270,5200101,409847,200845,91542,482803,1915,89753,25257,5928,122658,106557,53205,61208,35828,27366,20563,529113,5577,2784,5741,14245,5371,5125,9421,20398,9789,10056,177965,16143,952,9537,14162,10998,48166,363,3508,9285,420227,449877,130637,284632,96198,170599,20802,51037,4880,15764,85447,57600,3111,1155,2555,5572,246,1679,2284,489,762,4003,2385,196,897,3.496576485,77,65,90,6,16,5689,8600,480,15697,4181,14352,880,371,1204,240,913,841
119031374,South Hurstville - Blakehurst,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7183,43384,3294152,1072219,1283961,598049,492120,14493,35450,65810,2224,112673,48325,41238,109273,25238,83332,126012,95762,14689,3559,2362,8241,61,2815,6276,10285,4775,4430,40972,3873,1715,8064,27583,9883,26078,16038,16354,4440,450481,3433,382670,233351,29164,133125,41984,86276,18854,86506,59471,72610,3067,1115,1105,217,298,2301,3412,1329,99,13823,1437,296,1416,1.766574432,38,19,32,58,67,8028,11886,7878,9367,16876,5777,569,61,1456,1368,1186,1363
119031664,Hurstville - Central,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5405,57876,2736901,1418832,1587109,439641,511820,26777,34753,51385,910,113787,86781,36597,99188,56097,84812,74364,1174290,1296,2079,2258,3790,4518,2110,1072,11260,7665,11594,59272,12990,7680,7970,110799,1476,5863,3080,7824,7343,223033,312827,417716,371571,370476,239141,48814,45960,22925,87743,27052,98591,529,1514,3355,6436,247,196,3347,155,130,14055,2868,136,1039,2.634998651,12,17,82,83,84,12559,13004,14224,6328,3891,755,236,762,1412,1292,36,875
119031665,Hurstville - North,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16409,48681,3656536,1029066,937433,716032,22981,11797,67401,77974,4434,23651,116819,4919,3781,79240,77829,131934,773924,13586,7615,6354,5812,3708,3815,3477,3023,10160,2604,80657,10855,556,17131,47312,4687,15925,3963,9784,9018,566352,490529,598862,93685,34459,22384,99862,16438,67440,92563,89914,76979,3816,1479,1522,3111,415,958,1274,117,127,2818,3200,105,613,2.03499585,35,52,54,85,98,8958,14847,12713,448,1444,16311,443,624,677,330,793,253
119031666,Mortdale - Oatley,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,98970,4511327,343427,1678281,358810,529139,17321,20957,148704,2880,148253,9855,60891,90812,55692,39000,9900,828002,9150,1051,1566,4809,4791,2442,4167,77,6546,8928,12623,47887,3702,21361,33169,35209,29417,16119,8278,6629,216454,187610,84263,43947,350607,147274,72569,82437,73633,54311,42826,1440,4441,226,3847,7828,141,863,501,389,315,6250,3069,294,1141,1.237314909,84,66,86,76,57,10431,12311,1163,4310,13627,15402,806,753,659,1139,394,229
119031667,Penshurst,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16562,79082,3763808,969698,614381,683052,547803,12627,48554,102728,6222,76580,43924,11674,13972,36325,42593,91170,355447,1804,3906,1194,3141,2054,2019,4979,18872,3438,7200,19255,12163,3341,15428,59227,26892,5659,18609,15671,6093,224965,475346,402330,572532,168909,374740,97979,17186,24592,73049,53028,8350,7809,323,3845,1459,395,1562,39,119,656,10781,2818,91,1451,1.875406009,60,12,58,41,55,1678,8956,7744,8372,3428,8312,940,534,42,828,898,562
119041377,Kingsgrove (South) - Bardwell Park,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14521,99063,4703483,781456,860366,697833,81903,20515,66959,131653,6115,4790,47035,55257,66784,13564,6382,61918,1162425,5686,5671,4416,12372,6326,3933,7266,14974,5503,3763,102813,18859,3572,17652,53887,3752,42932,15322,9471,5829,558796,402961,365733,354348,324753,173986,93705,10837,58513,36427,7136,30443,6846,540,4067,6548,17,567,2409,1303,790,4397,2306,329,468,1.698239651,82,60,75,3,5,11718,12059,8474,5604,13365,6252,733,184,271,1018,184,876
119041378,Kogarah,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167,52355,1356505,660497,662969,534672,616623,29373,108164,103943,5267,12437,115430,13248,115140,66826,64822,20659,1889,233,6130,1361,12555,3890,5327,8770,14601,1389,6268,86444,10861,1430,9876,67737,24945,18909,24287,14758,5964,254924,134512,28964,555370,169719,347177,94714,44790,46679,966,80704,12760,8929,727,4209,4357,284,891,2816,23,127,12696,3341,241,1637,1.955808023,92,84,27,70,46,2575,5918,13458,10884,11982,7624,505,862,544,1071,90,1320
119041379,Kogarah Bay - Carlton - Allawah,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6365,95863,3596559,745484,1194915,734535,139102,28528,22543,97774,888,35480,39587,57361,72066,16350,82377,35724,721585,2393,9133,3961,4293,1632,4889,1917,18789,5618,2221,41039,55622,1539,10155,68434,15604,38179,9017,7615,2193,253798,372528,30800,345225,464258,264512,15986,773,8121,43789,88623,55224,784,1297,4116,2139,363,1416,2499,895,316,12005,2213,135,908,1.786137293,25,65,86,62,57,6209,426,3140,10588,9303,37,207,990,771,383,151,25
119041380,Monterey - Brighton-le-Sands - Kyeemagh,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15217,78700,3101954,1476902,813431,1162312,63316,16778,103646,97871,6531,4308,64597,42279,67671,34066,39835,31950,833603,4003,6294,5628,7620,2823,5602,6873,8658,3576,2923,13382,51774,729,8753,63486,10476,37199,22456,16494,700,565375,56566,316871,295039,147922,590638,44007,8868,98349,101296,95050,34750,851,2503,149,3679,505,1881,1150,972,961,7826,2063,246,642,1.610590645,40,98,51,11,6,11671,14551,14743,12659,14167,7901,647,297,695,1151,1103,226
119041381,Rockdale - Banksia,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,41091,994470,442046,1939941,652567,341297,35517,76002,156395,4851,190408,88239,35431,67642,27048,24617,122938,1113517,12811,7298,6365,10907,7137,3894,2835,4693,421,8927,168609,11396,759,830,66212,34246,1286,3158,12082,8390,53141,27122,417402,491739,117947,257612,78545,17777,13892,95726,76334,66572,1729,614,3708,7772,496,1969,2115,1210,384,10347,2146,310,481,2.231936008,97,55,0,31,97,14742,7106,12580,16497,16696,1822,17,105,57,697,80,229
119041382,Sans Souci - Ramsgate,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,50509,4816706,94841,1290329,469690,311511,24498,105807,1429,1173,77964,27904,7373,17718,68664,5175,113903,24804,2039,6864,2488,1996,6313,2182,2922,12670,5423,5275,67397,31966,4172,14715,31055,13263,25946,22971,9789,10050,525321,160896,358053,612463,231590,318233,43911,57585,66924,8297,33502,14558,4093,2468,3576,1430,510,371,82,70,935,2164,1446,325,836,1.32470924,93,88,76,47,66,10419,3399,7264,8355,14080,15098,481,1051,1414,56,236,1238
119041668,Arncliffe - Bardwell Valley,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8769,65288,5092633,328968,1700815,769995,33153,8309,56994,4102,4038,193960,21515,38053,31949,22794,19580,9870,1001739,809,5783,1748,14018,3705,3117,591,15523,10254,4376,106910,48425,1971,20996,110600,30783,27123,7643,1466,11026,302659,196771,389876,214403,395326,451754,113746,41947,34412,87914,59561,55443,8757,10,1494,3982,622,2076,2587,335,897,15340,223,370,1472,1.948739861,43,53,80,56,10,9258,15530,6756,9559,15040,16527,610,391,1198,1146,480,752
119041669,Bexley - North,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14550,19222,4422022,826331,1728820,1001789,393679,27517,105250,64707,4616,134214,52827,36936,16497,77897,91839,51511,200033,6631,7780,3429,7182,851,5795,9928,810,9286,4550,46614,41248,6670,6965,52579,11830,722,5795,12802,1467,205958,227396,212267,230796,115964,593517,123162,5212,47462,14916,25763,97203,4144,897,397,2921,10,1341,250,501,1062,7939,233,89,347,1.544007326,38,59,61,57,62,9322,15424,4556,10229,4803,11621,510,1051,234,1234,451,371
119041670,Bexley - South,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7518,60495,4454619,1369719,1211776,1041584,364060,17368,38305,129387,4469,119632,38756,8878,80931,32406,77689,42552,156350,1741,3875,862,6454,7031,3763,7070,12956,10234,11595,111877,54100,1937,23621,84624,2799,34018,14417,7751,6008,221746,545760,227891,230245,479307,242181,3982,34522,75459,99646,70653,30736,8711,2663,1415,5431,172,2503,1592,1139,414,14452,2655,267,716,2.01466205,50,49,84,48,25,14134,9291,9739,15180,7704,2200,261,339,211,289,602,1086
119041671,Wolli Creek,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11398,71828,2704673,903515,1736437,777022,407884,33135,66788,66219,1605,142809,5145,8444,31883,8714,25565,125915,57481,11341,1269,1942,4004,7040,5698,7163,7418,7433,231,92697,8544,7387,7848,82912,10813,36699,988,5183,10823,452829,253857,403747,317537,540433,141635,23361,90544,814,15138,50926,89011,6721,1127,1565,1730,483,1853,2023,202,339,5715,644,136,1457,2.356788445,84,6,92,76,7,5955,14103,1156,11667,13916,1472,93,927,16,749,626,693
120011383,Concord - Mortlake - Cabarita,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14283,51475,3294920,1332816,881667,642896,43670,16664,81634,162766,5545,49193,75950,35520,95256,17135,54779,95689,510104,859,5116,3490,12583,6672,6631,798,5805,5081,5913,42043,52092,3724,5048,80109,11186,29906,21946,6419,3213,56669,179278,500785,196330,447250,458290,113990,19575,19418,94101,1550,29178,5476,1221,4016,2211,120,836,1904,1114,156,8103,714,154,1406,1.173704604,48,48,58,99,29,12707,663,13793,476,3041,14274,404,738,1110,291,549,1055
120011385,Drummoyne - Rodd Point,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9787,101659,3773145,460349,1087863,312862,518175,15554,53452,121638,2798,158988,94538,4060,11754,73047,28123,91535,481994,1401,5184,1378,5509,4829,1096,9415,2817,1627,578,177234,43349,218,6564,110607,37025,4613,13948,3530,520,16553,361946,325312,77013,97227,503951,4201,58654,50244,36475,84046,14575,3983,2124,829,902,104,1976,317,67,186,5659,3543,346,847,0.964268359,58,93,16,49,66,8995,9781,275,4174,16315,16111,327,129,1161,289,206,215
120011386,Five Dock - Abbotsford,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15974,59796,4288850,519550,1712360,833221,627722,14956,105384,7146,5563,114513,50810,64349,50259,33985,1198,74449,845332,2478,1386,4943,6024,1198,4490,3670,11748,1616,11408,11344,20707,7066,11041,38141,27588,26292,21030,13218,4423,206127,58897,179480,100795,618612,392877,30818,34321,66230,7938,78018,61357,839,1606,177,7394,74,1922,1732,423,9,3620,2235,316,419,1.278096525,27,78,36,94,46,15326,12325,1390,14193,1531,554,216,318,870,760,631,1199
120011672,Concord West - North Strathfield,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,44262,2728536,332566,1271212,661175,569596,25766,15951,66837,3443,84417,45522,29078,89447,49776,77292,57134,825285,4338,5836,82,3945,352,5635,240,11301,483,10575,65643,39492,5738,14347,22979,33707,4315,25473,2517,2301,302045,60929,427168,474682,29381,234176,45081,29533,25592,75185,85981,103608,6516,2487,2974,5426,455,2535,2408,683,703,11648,1754,155,436,1.640543557,49,92,65,58,91,9096,6346,16384,4182,14966,14079,998,389,1003,291,825,1246
120011673,Rhodes,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15302,77611,2076042,440124,1267501,145898,295181,2075,20456,144803,1012,48752,109430,36420,45598,68030,93275,81967,122940,4378,1491,5093,5265,4326,5648,1691,2570,6759,10305,138052,54282,2846,20217,54974,40568,44292,24693,6724,6743,393758,548200,419584,481287,582849,607283,104547,21215,21152,90843,21636,56402,722,476,3845,6719,405,684,2254,522,257,3378,657,266,104,2.052321356,32,75,86,93,44,8714,7958,3774,8690,13292,10627,420,219,348,117,1066,839
120021387,Balmain,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,12432,598224,1137736,861180,95895,386501,19906,95860,188126,3561,183225,74803,60872,69006,62472,72739,41172,425063,2983,4147,2436,192,5913,6182,7356,10343,2405,4526,78786,5198,397,2876,12025,14904,32814,7240,2427,2808,260431,271935,300952,349213,149348,463463,43692,2701,38422,28751,67970,30970,1188,2481,4277,200,422,109,66,276,810,7931,179,175,733,0.932359086,8,22,4,18,39,4582,180,10877,5315,12446,10993,597,374,741,1200,983,1178
120021389,Lilyfield - Rozelle,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15991,1509,4362745,1119359,890284,999530,343897,35522,21681,117036,3814,166114,104996,41984,7724,25234,93949,15834,731200,10684,5442,2949,12538,4264,5150,2326,6188,5180,8815,47218,43194,2711,12709,86971,13384,27481,794,14863,2101,383077,270500,301485,617706,574929,583409,71546,90974,39594,83990,44279,81472,3735,2135,3556,6185,284,2427,118,1135,252,12178,3279,120,1012,1.078458981,27,28,36,32,66,7244,8967,15065,13134,14739,5240,34,751,1345,76,488,156
120021674,Annandale (NSW),nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,60576,703031,679107,600985,1159638,470589,18901,110520,81166,4050,142899,66317,57540,9802,26420,52660,132109,1180287,10654,8923,5313,11598,4547,5281,1729,19260,1970,12208,44764,17439,1571,7145,61417,6022,9371,25998,6652,1737,327660,455446,49770,547947,63865,566543,13096,73379,89071,60487,65642,52503,5352,1366,868,1183,48,595,2654,1270,318,9909,3749,342,697,1.125202874,49,80,1,84,69,14286,9542,8898,8945,9991,10660,1081,866,1260,1272,1238,227
120021675,Leichhardt,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,59748,724037,582278,1509278,887974,359735,7970,47549,192663,5523,140833,64043,18905,110823,30190,720,10332,332410,945,2398,2824,9889,3916,341,3902,10909,7436,3215,41024,8213,1805,3344,21819,10565,27045,17400,16537,2608,426582,255971,470463,470787,206326,121318,119424,35230,75407,59308,93172,48511,3739,1457,910,383,552,266,710,1001,1008,12312,717,56,1666,1.244594594,65,41,43,32,20,6461,5514,13465,10162,13923,3599,609,1098,68,1068,758,259
120031392,Canterbury (North) - Ashbury,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15209,22253,1959494,60077,796418,896324,198220,26338,58008,40331,1690,13791,80800,51958,71640,80801,65689,44140,950604,14427,554,1676,2934,3242,4190,2748,1359,7759,5260,20271,417,5518,23570,72299,1261,23124,13241,10487,242,68259,423553,103510,576150,189787,91926,121641,17544,249,53988,85313,88017,7748,2820,4272,1748,474,597,948,878,85,13223,2387,287,28,1.511250555,49,59,97,51,59,10425,2492,469,4999,13153,11631,985,653,515,892,59,666
120031393,Croydon Park - Enfield,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12496,53589,4104372,404805,810733,521844,290176,9233,99534,34517,5680,23848,97375,29695,12868,58727,88238,35611,1048397,12013,7,6467,9672,2217,4012,2007,2401,1964,8159,57792,17706,2449,11053,109551,9868,18524,6196,8572,8167,101349,483150,140823,391791,146783,47057,20519,86546,92754,102723,34513,12079,8350,2918,378,4967,523,2020,824,528,123,1604,3457,317,73,1.621895866,71,71,39,64,26,14241,12152,4896,13194,2280,6340,918,1059,172,466,1039,823
120031394,Dulwich Hill - Lewisham,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755,71724,3841048,424574,1581658,394680,426192,3481,67974,6412,3095,114559,19287,37402,79874,32109,3296,25354,1023289,2275,2982,3326,9583,3587,6403,926,16119,1098,7651,130268,41999,2417,11290,97655,34733,9686,15084,4927,10629,341046,367891,449739,509878,439318,356026,117345,77999,14144,82306,53512,78429,107,2019,2490,794,92,109,713,967,86,13950,827,301,1710,1.53474127,81,58,26,14,81,6408,15667,5211,8817,276,2622,445,165,922,1015,614,1213
120031395,Haberfield - Summer Hill,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,47374,40945,1034814,97659,398577,498080,37547,2702,8131,5087,124264,114576,39835,30119,61686,22,82235,371387,13096,5042,3663,5259,2576,5321,3156,12681,10935,10216,85008,32166,2538,1580,11421,14324,40445,3660,456,2112,530890,87148,530241,104512,221940,300671,62063,40911,70906,14065,73918,27136,5553,1938,4169,18,9,2347,2121,919,293,12968,1394,202,1192,1.411989221,28,27,45,85,89,1017,10652,2832,2117,9929,1212,404,1036,1010,1062,1083,351
120031396,Homebush,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16635,44472,4336109,1073727,1352649,1021227,300115,38856,37471,135235,5599,23298,85134,11983,76277,61425,213,95372,27788,3846,1447,4540,6482,5613,1291,878,8249,8371,5454,63984,17218,6252,21476,55248,26958,43201,4925,10820,8360,59059,519328,582478,110054,63952,539285,52886,40032,62525,21059,7441,7493,4654,2569,1668,6477,339,1412,819,602,361,12142,1181,73,554,2.436730883,75,13,54,12,17,4968,5765,4664,584,2816,1445,1025,733,282,1317,1126,1341
120031576,Strathfield South,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6801,80812,1795948,960810,1131178,626304,140625,4983,34499,135997,1429,37386,30197,15837,33072,12273,33691,68961,255136,3357,3818,2501,12731,1883,4525,1577,11433,2192,4631,133988,8694,7021,12193,61738,7576,28120,24959,1274,7974,319652,243820,108475,138970,537256,30903,8723,47160,48627,63604,74926,50564,8315,1392,3236,5875,115,1215,882,157,64,5150,638,84,461,1.603486638,11,67,98,8,26,10274,10875,12695,15734,8280,657,29,260,1277,364,233,736
120031676,Ashfield - North,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099,46418,1665480,1398121,2143905,7553,188913,13826,63424,182809,4823,101915,103034,1519,5088,55635,38370,11894,301692,7018,4321,686,14262,2192,5012,7181,370,8080,9342,142192,40751,2043,384,50088,24340,10865,6187,14972,1437,20923,175836,448125,444827,586657,242389,74841,13657,16232,93537,30175,92319,5951,1829,202,3996,170,42,2070,1316,1012,14341,3382,343,431,2.141158858,87,13,68,15,83,2000,10146,16215,12803,15254,11683,326,208,1468,404,252,11
120031677,Ashfield - South,nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8027,27862,4647939,1286360,1695998,935380,112588,8566,19479,41234,1797,6610,117456,5831,52733,23296,30293,89900,71071,6489,5218,2529,361,5903,3661,7982,11851,2588,12311,127737,38485,5115,8577,3772,20624,34640,10718,4944,4445,451951,370267,228349,142177,120431,409644,84440,12556,3514,8022,89431,105495,2822,1101,2963,1332,5,1386,2955,216,209,11696,1634,156,1042,2.031968745,30,31,92,32,14,11107,3963,5208,3582,15347,6322,1005,684,1378,161,1023,839
120031678,Burwood (NSW),nsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485,99538,3533499,818243,1181402,203571,474057,8754,108986,169786,5554,83657,65106,47655,100507,11205,16253,65899,53959,12133,4555,2286,10940,2323,4801,6046,17714,7714,11962,30193,18345,669,22980,64401,25358,45639,23177,13125,9913,545939,284914,324311,599116,403895,492004,92859,48288,83723,95812,6042,41590,4948,737,3355,374,337,2474,1897,1192,646,9301,3634,298,1408,2.998414411,18,19,56,64,48,4846,4657,13999,10020,3968,8377,551,553,1056,262,567,1364
